"family","species","species_ebird_url","catalog_ID","sound_file","common.name","original_species_name","observations","behaviors","age_and_sex","file_url"
"Passerellidae","Artemisiospiza nevadensis","https://ebird.org/species/sagspa1",265670621,"Artemisiospiza_nevadensis-ML265670621.wav","Sagebrush Sparrow","Artemisiospiza nevadensis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/265670621"
"Passerellidae","Ammospiza leconteii","https://ebird.org/species/lecspa",265718051,"Ammospiza_leconteii-ML265718051.wav","LeConte's Sparrow","Ammospiza leconteii",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/265718051"
"Tyrannidae","Empidonax hammondii","https://ebird.org/species/hamfly",267074071,"Empidonax_hammondii-ML267074071.wav","Hammond's Flycatcher","Empidonax hammondii",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/267074071"
"Tyrannidae","Empidonax occidentalis","https://ebird.org/species/corfly",267279251,"Empidonax_occidentalis-ML267279251.wav","Cordilleran Flycatcher","Empidonax occidentalis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/267279251"
"Tyrannidae","Empidonax fulvifrons","https://ebird.org/species/bubfly",267308531,"Empidonax_fulvifrons-ML267308531.wav","Buff-breasted Flycatcher","Empidonax fulvifrons",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/267308531"
"Tyrannidae","Myiarchus tuberculifer","https://ebird.org/species/ducfly",267488271,"Myiarchus_tuberculifer-ML267488271.wav","Dusky-capped Flycatcher","Myiarchus tuberculifer",NA,"Dawn Song","Adult – 1","https://macaulaylibrary.org/asset/267488271"
"Tyrannidae","Tyrannus couchii","https://ebird.org/species/coukin",267529731,"Tyrannus_couchii-ML267529731.wav","Couch's Kingbird","Tyrannus couchii",NA,"Dawn Song; Song","Adult – 1","https://macaulaylibrary.org/asset/267529731"
"Gruidae","Grus americana","https://ebird.org/species/whocra",267590321,"Grus_americana-ML267590321.wav","Whooping Crane","Grus americana",NA,"Call; Duet; Foraging or Eating","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/267590321"
"Tyrannidae","Tyrannus vociferans","https://ebird.org/species/caskin",267655001,"Tyrannus_vociferans-ML267655001.wav","Cassin's Kingbird","Tyrannus vociferans",NA,"Dawn Song; Song","Adult – 1","https://macaulaylibrary.org/asset/267655001"
"Zosteropidae","Zosterops kikuyuensis","https://ebird.org/species/brrwhe3",268985231,"Zosterops_kikuyuensis-ML268985231.wav","Kikuyu White-eye","Zosterops kikuyuensis",NA,NA,NA,"https://macaulaylibrary.org/asset/268985231"
"Vireonidae","Vireo plumbeus","https://ebird.org/species/plsvir",269042091,"Vireo_plumbeus-ML269042091.wav","Plumbeous Vireo","Vireo plumbeus",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/269042091"
"Corvidae","Aphelocoma woodhouseii","https://ebird.org/species/wooscj1",269565101,"Aphelocoma_woodhouseii-ML269565101.wav","Woodhouse's Scrub-Jay (Woodhouse's)","Aphelocoma woodhouseii [woodhouseii Group]",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/269565101"
"Paridae","Poecile hudsonicus","https://ebird.org/species/borchi2",270481741,"Poecile_hudsonicus-ML270481741.wav","Boreal Chickadee","Poecile hudsonicus",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/270481741"
"Trogonidae","Euptilotis neoxenus","https://ebird.org/species/earque",272457761,"Euptilotis_neoxenus-ML272457761.wav","Eared Quetzal","Euptilotis neoxenus",NA,"Song","Adult Female – 1; Immature Male – 1; Female – 1","https://macaulaylibrary.org/asset/272457761"
"Turdidae","Myadestes townsendi","https://ebird.org/species/towsol",273256411,"Myadestes_townsendi-ML273256411.wav","Townsend's Solitaire","Myadestes townsendi",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/273256411"
"Numididae","Guttera plumifera","https://ebird.org/species/plugui1",276015221,"Guttera_plumifera-ML276015221.wav","Plumed Guineafowl","Guttera plumifera",NA,"Foraging or Eating","Adult – 5","https://macaulaylibrary.org/asset/276015221"
"Bucerotidae","Lophoceros camurus","https://ebird.org/species/rbdhor1",276728191,"Lophoceros_camurus-ML276728191.wav","Red-billed Dwarf Hornbill","Lophoceros camurus",NA,"Foraging or Eating","Adult – 6","https://macaulaylibrary.org/asset/276728191"
"Laniidae","Lanius ludovicianus","https://ebird.org/species/logshr",276754671,"Lanius_ludovicianus-ML276754671.wav","Loggerhead Shrike","Lanius ludovicianus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/276754671"
"Picidae","Dryobates arizonae","https://ebird.org/species/ariwoo",277188321,"Dryobates_arizonae-ML277188321.wav","Arizona Woodpecker","Dryobates arizonae",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/277188321"
"Tyrannidae","Mitrephanes phaeocercus","https://ebird.org/species/tuffly",277665301,"Mitrephanes_phaeocercus-ML277665301.wav","Tufted Flycatcher","Mitrephanes phaeocercus",NA,"Dawn Song; Song","Adult – 1","https://macaulaylibrary.org/asset/277665301"
"Accipitridae","Dryotriorchis spectabilis","https://ebird.org/species/coseag1",278365301,"Dryotriorchis_spectabilis-ML278365301.wav","Congo Serpent-Eagle","Dryotriorchis spectabilis",NA,"Song",NA,"https://macaulaylibrary.org/asset/278365301"
"Cardinalidae","Passerina versicolor","https://ebird.org/species/varbun",278900921,"Passerina_versicolor-ML278900921.wav","Varied Bunting","Passerina versicolor",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/278900921"
"Alcidae","Uria lomvia","https://ebird.org/species/thbmur",278949551,"Uria_lomvia-ML278949551.wav","Thick-billed Murre","Uria lomvia",NA,"Call","Adult","https://macaulaylibrary.org/asset/278949551"
"Cardinalidae","Piranga bidentata","https://ebird.org/species/flctan",279147921,"Piranga_bidentata-ML279147921.wav","Flame-colored Tanager","Piranga bidentata",NA,"Song","Immature Male – 1","https://macaulaylibrary.org/asset/279147921"
"Anatidae","Somateria mollissima","https://ebird.org/species/comeid",279182801,"Somateria_mollissima-ML279182801.wav","Common Eider","Somateria mollissima",NA,"Call","Adult Female – 7; Adult Male – 1; Juvenile","https://macaulaylibrary.org/asset/279182801"
"Gaviidae","Gavia arctica","https://ebird.org/species/arcloo",279261871,"Gavia_arctica-ML279261871.wav","Arctic Loon","Gavia arctica",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/279261871"
"Alaudidae","Mirafra albicauda","https://ebird.org/species/whtlar1",280919811,"Mirafra_albicauda-ML280919811.wav","White-tailed Lark","Mirafra albicauda",NA,NA,NA,"https://macaulaylibrary.org/asset/280919811"
"Laridae","Larus hyperboreus","https://ebird.org/species/glagul",281084891,"Larus_hyperboreus-ML281084891.wav","Glaucous Gull","Larus hyperboreus",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/281084891"
"Strigidae","Bubo cinerascens","https://ebird.org/species/graeao1",282217531,"Bubo_cinerascens-ML282217531.wav","Grayish Eagle-Owl","Bubo cinerascens",NA,NA,NA,"https://macaulaylibrary.org/asset/282217531"
"Caprimulgidae","Caprimulgus climacurus","https://ebird.org/species/lotnig1",282225221,"Caprimulgus_climacurus-ML282225221.wav","Long-tailed Nightjar","Caprimulgus climacurus",NA,NA,NA,"https://macaulaylibrary.org/asset/282225221"
"Cisticolidae","Cisticola rufus","https://ebird.org/species/rufcis1",282249061,"Cisticola_rufus-ML282249061.wav","Rufous Cisticola","Cisticola rufus",NA,NA,NA,"https://macaulaylibrary.org/asset/282249061"
"Alaudidae","Galerida modesta","https://ebird.org/species/sunlar1",282257281,"Galerida_modesta-ML282257281.wav","Sun Lark","Galerida modesta",NA,NA,NA,"https://macaulaylibrary.org/asset/282257281"
"Musophagidae","Musophaga violacea","https://ebird.org/species/viotur1",282261881,"Musophaga_violacea-ML282261881.wav","Violet Turaco","Musophaga violacea",NA,NA,NA,"https://macaulaylibrary.org/asset/282261881"
"Estrildidae","Spermophaga haematina","https://ebird.org/species/wesblu1",282262811,"Spermophaga_haematina-ML282262811.wav","Western Bluebill","Spermophaga haematina",NA,NA,NA,"https://macaulaylibrary.org/asset/282262811"
"Paridae","Melaniparus guineensis","https://ebird.org/species/whsblt1",282272341,"Melaniparus_guineensis-ML282272341.wav","White-shouldered Black-Tit","Melaniparus guineensis",NA,NA,NA,"https://macaulaylibrary.org/asset/282272341"
"Cisticolidae","Camaroptera superciliaris","https://ebird.org/species/yebcam1",282275271,"Camaroptera_superciliaris-ML282275271.wav","Yellow-browed Camaroptera","Camaroptera superciliaris",NA,NA,NA,"https://macaulaylibrary.org/asset/282275271"
"Strigidae","Glaucidium brasilianum","https://ebird.org/species/fepowl",282494251,"Glaucidium_brasilianum-ML282494251.wav","Ferruginous Pygmy-Owl","Glaucidium brasilianum",NA,"Song",NA,"https://macaulaylibrary.org/asset/282494251"
"Scotocercidae","Erythrocercus mccallii","https://ebird.org/species/chcfly1",283544741,"Erythrocercus_mccallii-ML283544741.wav","Chestnut-capped Flycatcher","Erythrocercus mccallii",NA,"Call",NA,"https://macaulaylibrary.org/asset/283544741"
"Rallidae","Paragallinula angulata","https://ebird.org/species/lesmoo1",284925371,"Paragallinula_angulata-ML284925371.wav","Lesser Moorhen","Paragallinula angulata",NA,NA,NA,"https://macaulaylibrary.org/asset/284925371"
"Malaconotidae","Laniarius nigerrimus","https://ebird.org/species/sombou1",285367851,"Laniarius_nigerrimus-ML285367851.wav","Coastal Boubou","Laniarius nigerrimus",NA,"Song",NA,"https://macaulaylibrary.org/asset/285367851"
"Troglodytidae","Cantorchilus griseus","https://ebird.org/species/grywre1",286085391,"Cantorchilus_griseus-ML286085391.wav","Gray Wren","Cantorchilus griseus",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/286085391"
"Coraciidae","Coracias abyssinicus","https://ebird.org/species/abyrol2",287123931,"Coracias_abyssinicus-ML287123931.wav","Abyssinian Roller","Coracias abyssinicus",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/287123931"
"Trochilidae","Eriocnemis aline","https://ebird.org/species/embpuf1",288265441,"Eriocnemis_aline-ML288265441.wav","Emerald-bellied Puffleg","Eriocnemis aline",NA,"Flight Call; Non-vocal",NA,"https://macaulaylibrary.org/asset/288265441"
"Paridae","Melaniparus albiventris","https://ebird.org/species/whbtit5",299752671,"Melaniparus_albiventris-ML299752671.wav","White-bellied Tit","Melaniparus albiventris",NA,NA,NA,"https://macaulaylibrary.org/asset/299752671"
"Estrildidae","Cryptospiza salvadorii","https://ebird.org/species/abcwin1",299925711,"Cryptospiza_salvadorii-ML299925711.wav","Abyssinian Crimsonwing","Cryptospiza salvadorii",NA,NA,NA,"https://macaulaylibrary.org/asset/299925711"
"Phasianidae","Perdicula argoondah","https://ebird.org/species/robqua1",303372731,"Perdicula_argoondah-ML303372731.wav","Rock Bush-Quail","Perdicula argoondah",NA,"Call",NA,"https://macaulaylibrary.org/asset/303372731"
"Accipitridae","Buteo buteo","https://ebird.org/species/combuz1",304254971,"Buteo_buteo-ML304254971.wav","Common Buzzard","Buteo buteo",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/304254971"
"Ploceidae","Ploceus bojeri","https://ebird.org/species/gopwea1",306622951,"Ploceus_bojeri-ML306622951.wav","Golden Palm Weaver","Ploceus bojeri",NA,NA,NA,"https://macaulaylibrary.org/asset/306622951"
"Nectariniidae","Anthreptes rectirostris","https://ebird.org/species/gresun1",308900511,"Anthreptes_rectirostris-ML308900511.wav","Green Sunbird","Anthreptes rectirostris",NA,NA,NA,"https://macaulaylibrary.org/asset/308900511"
"Remizidae","Anthoscopus musculus","https://ebird.org/species/mcptit1",308902971,"Anthoscopus_musculus-ML308902971.wav","Mouse-colored Penduline-Tit","Anthoscopus musculus",NA,NA,NA,"https://macaulaylibrary.org/asset/308902971"
"Cuculidae","Cuculus canorus","https://ebird.org/species/comcuc",310113481,"Cuculus_canorus-ML310113481.wav","Common Cuckoo","Cuculus canorus",NA,"Call; Song","Adult Male – 1","https://macaulaylibrary.org/asset/310113481"
"Platysteiridae","Batis minor","https://ebird.org/species/bkhbat2",311572201,"Batis_minor-ML311572201.wav","Eastern Black-headed Batis","Batis minor",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/311572201"
"Alaudidae","Mirafra hypermetra","https://ebird.org/species/rewlar1",311670141,"Mirafra_hypermetra-ML311670141.wav","Red-winged Lark","Mirafra hypermetra",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/311670141"
"Emberizidae","Emberiza affinis","https://ebird.org/species/brrbun1",312681861,"Emberiza_affinis-ML312681861.wav","Brown-rumped Bunting","Emberiza affinis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/312681861"
"Fringillidae","Crithagra donaldsoni","https://ebird.org/species/norgrc1",312684001,"Crithagra_donaldsoni-ML312684001.wav","Northern Grosbeak-Canary","Crithagra donaldsoni",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/312684001"
"Fringillidae","Crithagra dorsostriata","https://ebird.org/species/whbcan1",312742231,"Crithagra_dorsostriata-ML312742231.wav","White-bellied Canary","Crithagra dorsostriata",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/312742231"
"Fringillidae","Crithagra citrinelloides","https://ebird.org/species/afrcit1",312921031,"Crithagra_citrinelloides-ML312921031.wav","African Citril","Crithagra citrinelloides",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/312921031"
"Fringillidae","Pyrrhula pyrrhula","https://ebird.org/species/eurbul",314744521,"Pyrrhula_pyrrhula-ML314744521.wav","Eurasian Bullfinch","Pyrrhula pyrrhula",NA,NA,NA,"https://macaulaylibrary.org/asset/314744521"
"Passeridae","Passer swainsonii","https://ebird.org/species/swaspa2",315127211,"Passer_swainsonii-ML315127211.wav","Swainson's Sparrow","Passer swainsonii",NA,"Song",NA,"https://macaulaylibrary.org/asset/315127211"
"Ploceidae","Ploceus taeniopterus","https://ebird.org/species/nomwea1",315416111,"Ploceus_taeniopterus-ML315416111.wav","Northern Masked-Weaver","Ploceus taeniopterus",NA,"Call","Unknown","https://macaulaylibrary.org/asset/315416111"
"Columbidae","Columba palumbus","https://ebird.org/species/cowpig1",315643561,"Columba_palumbus-ML315643561.wav","Common Wood-Pigeon","Columba palumbus",NA,"Courtship, Display, or Copulation; Dawn Song","Male – 1","https://macaulaylibrary.org/asset/315643561"
"Phasianidae","Pternistis atrifrons","https://ebird.org/species/chnfra3",318831831,"Pternistis_atrifrons-ML318831831.wav","Black-fronted Francolin","Pternistis atrifrons",NA,NA,NA,"https://macaulaylibrary.org/asset/318831831"
"Cisticolidae","Scepomycter winifredae","https://ebird.org/species/mrmwar1",322144701,"Scepomycter_winifredae-ML322144701.wav","Mrs. Moreau's Warbler","Scepomycter winifredae",NA,NA,NA,"https://macaulaylibrary.org/asset/322144701"
"Phoeniculidae","Rhinopomastus aterrimus","https://ebird.org/species/blsbil1",323975101,"Rhinopomastus_aterrimus-ML323975101.wav","Black Scimitarbill","Rhinopomastus aterrimus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/323975101"
"Bucerotidae","Bycanistes albotibialis","https://ebird.org/species/whthor1",323986111,"Bycanistes_albotibialis-ML323986111.wav","White-thighed Hornbill","Bycanistes albotibialis",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/323986111"
"Alcedinidae","Halcyon badia","https://ebird.org/species/chbkin2",323992391,"Halcyon_badia-ML323992391.wav","Chocolate-backed Kingfisher","Halcyon badia",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/323992391"
"Fringillidae","Linaria cannabina","https://ebird.org/species/eurlin1",324445771,"Linaria_cannabina-ML324445771.wav","Eurasian Linnet","Linaria cannabina",NA,"Song",NA,"https://macaulaylibrary.org/asset/324445771"
"Lybiidae","Tricholaema diademata","https://ebird.org/species/refbar2",326833531,"Tricholaema_diademata-ML326833531.wav","Red-fronted Barbet","Tricholaema diademata",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/326833531"
"Lybiidae","Lybius guifsobalito","https://ebird.org/species/blbbar3",326874461,"Lybius_guifsobalito-ML326874461.wav","Black-billed Barbet","Lybius guifsobalito",NA,"Call; Song","Adult – 2","https://macaulaylibrary.org/asset/326874461"
"Motacillidae","Anthus trivialis","https://ebird.org/species/trepip",327530591,"Anthus_trivialis-ML327530591.wav","Tree Pipit","Anthus trivialis",NA,"Flight Song; Song",NA,"https://macaulaylibrary.org/asset/327530591"
"Scolopacidae","Tringa nebularia","https://ebird.org/species/comgre",327626621,"Tringa_nebularia-ML327626621.wav","Common Greenshank","Tringa nebularia",NA,"Flight Call",NA,"https://macaulaylibrary.org/asset/327626621"
"Malaconotidae","Laniarius ruficeps","https://ebird.org/species/renbus1",328326871,"Laniarius_ruficeps-ML328326871.wav","Red-naped Bushshrike","Laniarius ruficeps",NA,"Duet; Song","Adult – 2","https://macaulaylibrary.org/asset/328326871"
"Corvidae","Ptilostomus afer","https://ebird.org/species/piapia1",328362831,"Ptilostomus_afer-ML328362831.wav","Piapiac","Ptilostomus afer",NA,"Call","Adult","https://macaulaylibrary.org/asset/328362831"
"Alaudidae","Spizocorys fremantlii","https://ebird.org/species/shtlar1",328402161,"Spizocorys_fremantlii-ML328402161.wav","Short-tailed Lark","Spizocorys fremantlii",NA,"Call","Unknown","https://macaulaylibrary.org/asset/328402161"
"Ploceidae","Ploceus aurantius","https://ebird.org/species/orawea1",328845921,"Ploceus_aurantius-ML328845921.wav","Orange Weaver","Ploceus aurantius",NA,"Call; Song","Adult Male – 1","https://macaulaylibrary.org/asset/328845921"
"Ploceidae","Ploceus jacksoni","https://ebird.org/species/gobwea1",328857711,"Ploceus_jacksoni-ML328857711.wav","Golden-backed Weaver","Ploceus jacksoni",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/328857711"
