"family","species","species_ebird_url","catalog_ID","sound_file","common.name","original_species_name","observations","behaviors","age_and_sex","file_url"
"Cacatuidae","Calyptorhynchus lathami","https://ebird.org/species/glbcoc1",226071,"Calyptorhynchus_lathami-ML226071.wav","Glossy Black-Cockatoo","Calyptorhynchus lathami",NA,"Call","Unknown – 3","https://macaulaylibrary.org/asset/226071"
"Meliphagidae","Manorina melanocephala","https://ebird.org/species/noimin1",226079,"Manorina_melanocephala-ML226079.wav","Noisy Miner","Manorina melanocephala",NA,NA,NA,"https://macaulaylibrary.org/asset/226079"
"Corvidae","Corvus mellori","https://ebird.org/species/litrav1",226115,"Corvus_mellori-ML226115.wav","Little Raven","Corvus mellori",NA,"Flying",NA,"https://macaulaylibrary.org/asset/226115"
"Meliphagidae","Anthochaera phrygia","https://ebird.org/species/reghon1",226127,"Anthochaera_phrygia-ML226127.wav","Regent Honeyeater","Anthochaera phrygia",NA,NA,NA,"https://macaulaylibrary.org/asset/226127"
"Meliphagidae","Ptilotula penicillata","https://ebird.org/species/whphon1",226147,"Ptilotula_penicillata-ML226147.wav","White-plumed Honeyeater","Ptilotula penicillata",NA,NA,NA,"https://macaulaylibrary.org/asset/226147"
"Falconidae","Falco berigora","https://ebird.org/species/brofal1",226150,"Falco_berigora-ML226150.wav","Brown Falcon","Falco berigora",NA,NA,"Unknown – 3","https://macaulaylibrary.org/asset/226150"
"Hirundinidae","Petrochelidon ariel","https://ebird.org/species/faimar2",226152,"Petrochelidon_ariel-ML226152.wav","Fairy Martin","Petrochelidon ariel",NA,NA,"Unknown – 20","https://macaulaylibrary.org/asset/226152"
"Meliphagidae","Philemon corniculatus","https://ebird.org/species/noifri1",226189,"Philemon_corniculatus-ML226189.wav","Noisy Friarbird","Philemon corniculatus",NA,NA,"Unknown – 1","https://macaulaylibrary.org/asset/226189"
"Climacteridae","Climacteris picumnus","https://ebird.org/species/brotre2",226197,"Climacteris_picumnus-ML226197.wav","Brown Treecreeper","Climacteris picumnus",NA,NA,NA,"https://macaulaylibrary.org/asset/226197"
"Columbidae","Ocyphaps lophotes","https://ebird.org/species/crepig1",226227,"Ocyphaps_lophotes-ML226227.wav","Crested Pigeon","Ocyphaps lophotes",NA,"Non-vocal; Song","Unknown – 2","https://macaulaylibrary.org/asset/226227"
"Acrocephalidae","Acrocephalus australis","https://ebird.org/species/aurwar1",226256,"Acrocephalus_australis-ML226256.wav","Australian Reed Warbler","Acrocephalus australis",NA,NA,NA,"https://macaulaylibrary.org/asset/226256"
"Bucconidae","Nystalus maculatus","https://ebird.org/species/spbpuf2",227081,"Nystalus_maculatus-ML227081.wav","Spot-backed Puffbird (Spot-backed)","Nystalus maculatus maculatus",NA,NA,NA,"https://macaulaylibrary.org/asset/227081"
"Fringillidae","Spinus yarrellii","https://ebird.org/species/yefsis1",227190,"Spinus_yarrellii-ML227190.wav","Yellow-faced Siskin","Spinus yarrellii",NA,"Song","Male – 1","https://macaulaylibrary.org/asset/227190"
"Tyrannidae","Guyramemua affine","https://ebird.org/species/chafly3",227256,"Guyramemua_affine-ML227256.wav","Chapada Flycatcher","Guyramemua affine",NA,NA,"Unknown – 1","https://macaulaylibrary.org/asset/227256"
"Icteridae","Agelasticus cyanopus","https://ebird.org/species/unibla3",227417,"Agelasticus_cyanopus-ML227417.wav","Unicolored Blackbird (Yellow-breasted)","Agelasticus cyanopus cyanopus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/227417"
"Furnariidae","Dendroma erythroptera","https://ebird.org/species/chwfog1",227713,"Dendroma_erythroptera-ML227713.wav","Chestnut-winged Foliage-gleaner","Dendroma erythroptera",NA,"Song",NA,"https://macaulaylibrary.org/asset/227713"
"Spheniscidae","Spheniscus magellanicus","https://ebird.org/species/magpen1",228002,"Spheniscus_magellanicus-ML228002.wav","Magellanic Penguin","Spheniscus magellanicus",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/228002"
"Laridae","Larus dominicanus","https://ebird.org/species/kelgul3",228016,"Larus_dominicanus-ML228016.wav","Kelp Gull (dominicanus)","Larus dominicanus dominicanus",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/228016"
"Picidae","Dryobates passerinus","https://ebird.org/species/litwoo2",228256,"Dryobates_passerinus-ML228256.wav","Little Woodpecker","Dryobates passerinus",NA,"Call","Juvenile – 1","https://macaulaylibrary.org/asset/228256"
"Cracidae","Penelope ochrogaster","https://ebird.org/species/chbgua1",228265,"Penelope_ochrogaster-ML228265.wav","Chestnut-bellied Guan","Penelope ochrogaster",NA,"Call",NA,"https://macaulaylibrary.org/asset/228265"
"Psittacidae","Amazona kawalli","https://ebird.org/species/kawpar1",228306,"Amazona_kawalli-ML228306.wav","Kawall's Parrot","Amazona kawalli",NA,"Call","Unknown – 2","https://macaulaylibrary.org/asset/228306"
"Thamnophilidae","Pithys castaneus","https://ebird.org/species/whmant2",228611,"Pithys_castaneus-ML228611.wav","White-masked Antbird","Pithys castaneus",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/228611"
"Capitonidae","Eubucco richardsoni","https://ebird.org/species/letbar2",228631,"Eubucco_richardsoni-ML228631.wav","Lemon-throated Barbet (Lemon-throated)","Eubucco richardsoni richardsoni/nigriceps",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/228631"
"Spheniscidae","Eudyptula minor","https://ebird.org/species/litpen1",228809,"Eudyptula_minor-ML228809.wav","Little Penguin","Eudyptula minor",NA,"Call","Unknown – 2","https://macaulaylibrary.org/asset/228809"
"Mimidae","Oreoscoptes montanus","https://ebird.org/species/sagthr",228880,"Oreoscoptes_montanus-ML228880.wav","Sage Thrasher","Oreoscoptes montanus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/228880"
"Phasianidae","Dendragapus fuliginosus","https://ebird.org/species/soogro1",228886,"Dendragapus_fuliginosus-ML228886.wav","Sooty Grouse","Dendragapus fuliginosus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/228886"
"Psittacidae","Amazona oratrix","https://ebird.org/species/yehpar2",228927,"Amazona_oratrix-ML228927.wav","Yellow-headed Parrot (Tres Marias Is.)","Amazona oratrix tresmariae",NA,"Call","Adult – 4","https://macaulaylibrary.org/asset/228927"
"Aramidae","Aramus guarauna","https://ebird.org/species/limpki1",229002,"Aramus_guarauna-ML229002.wav","Limpkin (Speckled)","Aramus guarauna [pictus Group]",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/229002"
"Phalacrocoracidae","Nannopterum auritum","https://ebird.org/species/doccor",229057,"Nannopterum_auritum-ML229057.wav","Double-crested Cormorant","Nannopterum auritum",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/229057"
"Scolopacidae","Calidris alpina","https://ebird.org/species/dunlin",229232,"Calidris_alpina-ML229232.wav","Dunlin","Calidris alpina",NA,"Call",NA,"https://macaulaylibrary.org/asset/229232"
"Meliphagidae","Gavicalis versicolor","https://ebird.org/species/varhon1",229596,"Gavicalis_versicolor-ML229596.wav","Varied Honeyeater","Gavicalis versicolor",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/229596"
"Ardeidae","Nycticorax caledonicus","https://ebird.org/species/runher1",229602,"Nycticorax_caledonicus-ML229602.wav","Nankeen Night-Heron","Nycticorax caledonicus",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/229602"
"Acanthizidae","Acanthiza lineata","https://ebird.org/species/strtho1",229699,"Acanthiza_lineata-ML229699.wav","Striated Thornbill","Acanthiza lineata",NA,NA,NA,"https://macaulaylibrary.org/asset/229699"
"Trochilidae","Chionomesa lactea","https://ebird.org/species/saseme2",229717,"Chionomesa_lactea-ML229717.wav","Sapphire-spangled Emerald (Sapphire-spangled)","Chionomesa lactea lactea/zimmeri",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/229717"
"Furnariidae","Cichlocolaptes leucophrus","https://ebird.org/species/pabtre2",229783,"Cichlocolaptes_leucophrus-ML229783.wav","Pale-browed Treehunter (Pale-tailed)","Cichlocolaptes leucophrus leucophrus",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/229783"
"Psittacidae","Amazona brasiliensis","https://ebird.org/species/retpar1",229805,"Amazona_brasiliensis-ML229805.wav","Red-tailed Parrot","Amazona brasiliensis",NA,"Call","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/229805"
"Trochilidae","Florisuga fusca","https://ebird.org/species/blkjac1",229865,"Florisuga_fusca-ML229865.wav","Black Jacobin","Florisuga fusca",NA,"Call; Song","Unknown – 3","https://macaulaylibrary.org/asset/229865"
"Thraupidae","Orchesticus abeillei","https://ebird.org/species/brotan1",229868,"Orchesticus_abeillei-ML229868.wav","Brown Tanager","Orchesticus abeillei",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/229868"
"Furnariidae","Xiphocolaptes falcirostris","https://ebird.org/species/mouwoo1",229952,"Xiphocolaptes_falcirostris-ML229952.wav","Moustached Woodcreeper","Xiphocolaptes falcirostris",NA,"Call; Flying","Unknown – 1","https://macaulaylibrary.org/asset/229952"
"Passerellidae","Arremon franciscanus","https://ebird.org/species/safspa1",229958,"Arremon_franciscanus-ML229958.wav","Sao Francisco Sparrow","Arremon franciscanus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/229958"
"Thraupidae","Compsothraupis loricata","https://ebird.org/species/scttan1",229960,"Compsothraupis_loricata-ML229960.wav","Scarlet-throated Tanager","Compsothraupis loricata",NA,"Call","Unknown – 7","https://macaulaylibrary.org/asset/229960"
"Psittacidae","Eupsittula aurea","https://ebird.org/species/pefpar1",230003,"Eupsittula_aurea-ML230003.wav","Peach-fronted Parakeet","Eupsittula aurea",NA,"Call","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/230003"
"Caprimulgidae","Eleothreptus anomalus","https://ebird.org/species/siwnig1",230044,"Eleothreptus_anomalus-ML230044.wav","Sickle-winged Nightjar","Eleothreptus anomalus",NA,"Call; Flying; Song","Adult – 3","https://macaulaylibrary.org/asset/230044"
"Rhinocryptidae","Scytalopus vicinior","https://ebird.org/species/nartap2",230263,"Scytalopus_vicinior-ML230263.wav","Nariño Tapaculo","Scytalopus vicinior",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/230263"
"Rhinocryptidae","Scytalopus opacus","https://ebird.org/species/partap2",230276,"Scytalopus_opacus-ML230276.wav","Paramo Tapaculo","Scytalopus opacus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/230276"
"Rhinocryptidae","Scytalopus robbinsi","https://ebird.org/species/ecutap1",230306,"Scytalopus_robbinsi-ML230306.wav","Ecuadorian Tapaculo","Scytalopus robbinsi",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/230306"
"Trochilidae","Heliodoxa rubinoides","https://ebird.org/species/fabbri1",230349,"Heliodoxa_rubinoides-ML230349.wav","Fawn-breasted Brilliant","Heliodoxa rubinoides",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/230349"
"Rhinocryptidae","Scytalopus canus","https://ebird.org/species/partap1",230392,"Scytalopus_canus-ML230392.wav","Paramillo Tapaculo","Scytalopus canus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/230392"
"Tyrannidae","Elaenia brachyptera","https://ebird.org/species/cooela1",230406,"Elaenia_brachyptera-ML230406.wav","Coopmans's Elaenia","Elaenia brachyptera",NA,"Call; Dawn Song; Song","Adult Male – 4","https://macaulaylibrary.org/asset/230406"
"Mitrospingidae","Orthogonys chloricterus","https://ebird.org/species/olgtan1",230521,"Orthogonys_chloricterus-ML230521.wav","Olive-green Tanager","Orthogonys chloricterus",NA,"Call; Foraging or Eating","Unknown – 5","https://macaulaylibrary.org/asset/230521"
"Thraupidae","Thlypopsis pyrrhocoma","https://ebird.org/species/chhtan1",230532,"Thlypopsis_pyrrhocoma-ML230532.wav","Chestnut-headed Tanager","Thlypopsis pyrrhocoma",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/230532"
"Thraupidae","Saltator maxillosus","https://ebird.org/species/thbsal1",230543,"Saltator_maxillosus-ML230543.wav","Thick-billed Saltator","Saltator maxillosus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/230543"
"Passerellidae","Arremon semitorquatus","https://ebird.org/species/hacspa1",230589,"Arremon_semitorquatus-ML230589.wav","Half-collared Sparrow","Arremon semitorquatus",NA,NA,"Adult Male – 1","https://macaulaylibrary.org/asset/230589"
"Psittacidae","Triclaria malachitacea","https://ebird.org/species/blbpar4",230688,"Triclaria_malachitacea-ML230688.wav","Blue-bellied Parrot","Triclaria malachitacea",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/230688"
"Furnariidae","Heliobletus contaminatus","https://ebird.org/species/shbtre1",230737,"Heliobletus_contaminatus-ML230737.wav","Sharp-billed Treehunter","Heliobletus contaminatus",NA,"Song","Adult – 2","https://macaulaylibrary.org/asset/230737"
"Psittacidae","Pionus maximiliani","https://ebird.org/species/schpar1",230807,"Pionus_maximiliani-ML230807.wav","Scaly-headed Parrot","Pionus maximiliani",NA,"Call; Flying","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/230807"
"Phylloscopidae","Phylloscopus plumbeitarsus","https://ebird.org/species/grewar2",230915,"Phylloscopus_plumbeitarsus-ML230915.wav","Two-barred Warbler","Phylloscopus plumbeitarsus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/230915"
"Phylloscopidae","Phylloscopus fuscatus","https://ebird.org/species/duswar",230966,"Phylloscopus_fuscatus-ML230966.wav","Dusky Warbler","Phylloscopus fuscatus",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/230966"
"Motacillidae","Motacilla citreola","https://ebird.org/species/citwag1",231006,"Motacilla_citreola-ML231006.wav","Citrine Wagtail (Gray-backed)","Motacilla citreola citreola/werae",NA,"Song","Unknown – 3","https://macaulaylibrary.org/asset/231006"
"Corvidae","Corvus dauuricus","https://ebird.org/species/daujac1",231097,"Corvus_dauuricus-ML231097.wav","Daurian Jackdaw","Corvus dauuricus",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/231097"
"Accipitridae","Circus spilonotus","https://ebird.org/species/easmah1",231121,"Circus_spilonotus-ML231121.wav","Eastern Marsh-Harrier","Circus spilonotus",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/231121"
"Motacillidae","Motacilla cinerea","https://ebird.org/species/grywag",231131,"Motacilla_cinerea-ML231131.wav","Gray Wagtail","Motacilla cinerea",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/231131"
"Thraupidae","Stilpnia peruviana","https://ebird.org/species/blbtan1",231831,"Stilpnia_peruviana-ML231831.wav","Black-backed Tanager","Stilpnia peruviana",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/231831"
"Tityridae","Tityra cayana","https://ebird.org/species/bkttit4",231840,"Tityra_cayana-ML231840.wav","Black-tailed Tityra (Eastern)","Tityra cayana braziliensis",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/231840"
"Tyrannidae","Tachuris rubrigastra","https://ebird.org/species/mcrtyr1",232091,"Tachuris_rubrigastra-ML232091.wav","Many-colored Rush Tyrant","Tachuris rubrigastra",NA,"Song","Juvenile Male – 1","https://macaulaylibrary.org/asset/232091"
"Furnariidae","Xiphorhynchus fuscus","https://ebird.org/species/leswoo2",232344,"Xiphorhynchus_fuscus-ML232344.wav","Lesser Woodcreeper","Xiphorhynchus fuscus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/232344"
"Tyrannidae","Satrapa icterophrys","https://ebird.org/species/yebtyr2",232436,"Satrapa_icterophrys-ML232436.wav","Yellow-browed Tyrant","Satrapa icterophrys",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/232436"
"Caprimulgidae","Chordeiles nacunda","https://ebird.org/species/nacnig1",232650,"Chordeiles_nacunda-ML232650.wav","Nacunda Nighthawk","Chordeiles nacunda",NA,"Call; Flying; Song","Adult – 2","https://macaulaylibrary.org/asset/232650"
"Alcedinidae","Dacelo novaeguineae","https://ebird.org/species/laukoo1",232780,"Dacelo_novaeguineae-ML232780.wav","Laughing Kookaburra","Dacelo novaeguineae",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/232780"
"Columbidae","Phaps elegans","https://ebird.org/species/brubro1",232801,"Phaps_elegans-ML232801.wav","Brush Bronzewing","Phaps elegans",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/232801"
"Aegothelidae","Aegotheles cristatus","https://ebird.org/species/auonig1",232829,"Aegotheles_cristatus-ML232829.wav","Australian Owlet-nightjar","Aegotheles cristatus",NA,"Call","Unknown – 2","https://macaulaylibrary.org/asset/232829"
"Corvidae","Corvus coronoides","https://ebird.org/species/ausrav1",232845,"Corvus_coronoides-ML232845.wav","Australian Raven","Corvus coronoides",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/232845"
"Psittaculidae","Glossopsitta concinna","https://ebird.org/species/muslor1",232891,"Glossopsitta_concinna-ML232891.wav","Musk Lorikeet","Glossopsitta concinna",NA,"Call","Unknown – 2","https://macaulaylibrary.org/asset/232891"
"Acanthizidae","Acanthiza reguloides","https://ebird.org/species/burtho1",232916,"Acanthiza_reguloides-ML232916.wav","Buff-rumped Thornbill","Acanthiza reguloides",NA,"Song","Adult – 2","https://macaulaylibrary.org/asset/232916"
"Accipitridae","Hieraaetus morphnoides","https://ebird.org/species/liteag1",232930,"Hieraaetus_morphnoides-ML232930.wav","Little Eagle","Hieraaetus morphnoides",NA,"Call; Flying","Unknown – 1","https://macaulaylibrary.org/asset/232930"
"Acanthizidae","Smicrornis brevirostris","https://ebird.org/species/weebil1",232933,"Smicrornis_brevirostris-ML232933.wav","Weebill","Smicrornis brevirostris",NA,"Song","Adult – 2","https://macaulaylibrary.org/asset/232933"
"Artamidae","Artamus cyanopterus","https://ebird.org/species/duswoo1",232997,"Artamus_cyanopterus-ML232997.wav","Dusky Woodswallow","Artamus cyanopterus",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/232997"
"Meliphagidae","Acanthorhynchus tenuirostris","https://ebird.org/species/easspi1",233017,"Acanthorhynchus_tenuirostris-ML233017.wav","Eastern Spinebill","Acanthorhynchus tenuirostris",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/233017"
"Scolopacidae","Phalaropus fulicarius","https://ebird.org/species/redpha1",233143,"Phalaropus_fulicarius-ML233143.wav","Red Phalarope","Phalaropus fulicarius",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/233143"
"Laniidae","Lanius cristatus","https://ebird.org/species/brnshr",233174,"Lanius_cristatus-ML233174.wav","Brown Shrike","Lanius cristatus",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/233174"
"Corvidae","Pica pica","https://ebird.org/species/eurmag4",233271,"Pica_pica-ML233271.wav","Eurasian Magpie (Eurasian)","Pica pica [pica Group]",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/233271"
"Anatidae","Anser anser","https://ebird.org/species/gragoo2",233387,"Anser_anser-ML233387.wav","Graylag Goose (European)","Anser anser anser",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/233387"
"Podicipedidae","Tachybaptus novaehollandiae","https://ebird.org/species/ausgre1",233402,"Tachybaptus_novaehollandiae-ML233402.wav","Australasian Grebe","Tachybaptus novaehollandiae",NA,"Call; Song","Adult – 3","https://macaulaylibrary.org/asset/233402"
"Megapodiidae","Alectura lathami","https://ebird.org/species/ausbrt1",233408,"Alectura_lathami-ML233408.wav","Australian Brushturkey","Alectura lathami",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/233408"
"Oriolidae","Sphecotheres vieilloti","https://ebird.org/species/ausfig1",233412,"Sphecotheres_vieilloti-ML233412.wav","Australasian Figbird","Sphecotheres vieilloti",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/233412"
"Psittaculidae","Alisterus scapularis","https://ebird.org/species/aukpar1",233418,"Alisterus_scapularis-ML233418.wav","Australian King-Parrot","Alisterus scapularis",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/233418"
"Artamidae","Gymnorhina tibicen","https://ebird.org/species/ausmag3",233423,"Gymnorhina_tibicen-ML233423.wav","Australian Magpie (Black-backed)","Gymnorhina tibicen [tibicen Group]",NA,"Duet; Song","Unknown – 2","https://macaulaylibrary.org/asset/233423"
"Alcedinidae","Ceyx azureus","https://ebird.org/species/azukin1",233424,"Ceyx_azureus-ML233424.wav","Azure Kingfisher","Ceyx azureus",NA,"Call","Unknown – 3","https://macaulaylibrary.org/asset/233424"
"Columbidae","Geopelia humeralis","https://ebird.org/species/basdov1",233429,"Geopelia_humeralis-ML233429.wav","Bar-shouldered Dove","Geopelia humeralis",NA,"Non-vocal; Song",NA,"https://macaulaylibrary.org/asset/233429"
"Ardeidae","Ixobrychus flavicollis","https://ebird.org/species/blabit1",233431,"Ixobrychus_flavicollis-ML233431.wav","Black Bittern","Ixobrychus flavicollis",NA,"Song","Unknown – 2","https://macaulaylibrary.org/asset/233431"
"Turnicidae","Turnix melanogaster","https://ebird.org/species/blbbut2",233434,"Turnix_melanogaster-ML233434.wav","Black-breasted Buttonquail","Turnix melanogaster",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/233434"
"Campephagidae","Coracina novaehollandiae","https://ebird.org/species/bkfcus1",233436,"Coracina_novaehollandiae-ML233436.wav","Black-faced Cuckooshrike","Coracina novaehollandiae",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/233436"
"Campephagidae","Edolisoma tenuirostre","https://ebird.org/species/comcic1",233448,"Edolisoma_tenuirostre-ML233448.wav","Common Cicadabird (Slender-billed)","Edolisoma tenuirostre [tenuirostre Group]",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/233448"
"Alcedinidae","Todiramphus macleayii","https://ebird.org/species/forkin1",233473,"Todiramphus_macleayii-ML233473.wav","Forest Kingfisher","Todiramphus macleayii",NA,"Call",NA,"https://macaulaylibrary.org/asset/233473"
"Meliphagidae","Lichmera indistincta","https://ebird.org/species/brohon1",233504,"Lichmera_indistincta-ML233504.wav","Brown Honeyeater","Lichmera indistincta",NA,"Song",NA,"https://macaulaylibrary.org/asset/233504"
"Meliphagidae","Meliphaga lewinii","https://ebird.org/species/lewhon1",233506,"Meliphaga_lewinii-ML233506.wav","Lewin's Honeyeater","Meliphaga lewinii",NA,"Song",NA,"https://macaulaylibrary.org/asset/233506"
"Meliphagidae","Myzomela sanguinolenta","https://ebird.org/species/scamyz1",233520,"Myzomela_sanguinolenta-ML233520.wav","Scarlet Myzomela","Myzomela sanguinolenta",NA,"Song",NA,"https://macaulaylibrary.org/asset/233520"
"Meliphagidae","Melithreptus albogularis","https://ebird.org/species/whthon1",233522,"Melithreptus_albogularis-ML233522.wav","White-throated Honeyeater","Melithreptus albogularis",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/233522"
"Caprimulgidae","Caprimulgus macrurus","https://ebird.org/species/latnig2",233528,"Caprimulgus_macrurus-ML233528.wav","Large-tailed Nightjar","Caprimulgus macrurus",NA,"Song",NA,"https://macaulaylibrary.org/asset/233528"
"Accipitridae","Aviceda subcristata","https://ebird.org/species/pacbaz1",233564,"Aviceda_subcristata-ML233564.wav","Pacific Baza","Aviceda subcristata",NA,"Call",NA,"https://macaulaylibrary.org/asset/233564"
"Cuculidae","Centropus phasianinus","https://ebird.org/species/phecou1",233567,"Centropus_phasianinus-ML233567.wav","Pheasant Coucal (Pheasant)","Centropus phasianinus [phasianinus Group]",NA,"Song",NA,"https://macaulaylibrary.org/asset/233567"
"Artamidae","Cracticus nigrogularis","https://ebird.org/species/piebut1",233568,"Cracticus_nigrogularis-ML233568.wav","Pied Butcherbird","Cracticus nigrogularis",NA,"Duet; Song","Adult – 2","https://macaulaylibrary.org/asset/233568"
"Artamidae","Strepera graculina","https://ebird.org/species/piecur1",233575,"Strepera_graculina-ML233575.wav","Pied Currawong","Strepera graculina",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/233575"
"Anatidae","Dendrocygna eytoni","https://ebird.org/species/plwduc1",233581,"Dendrocygna_eytoni-ML233581.wav","Plumed Whistling-Duck","Dendrocygna eytoni",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/233581"
"Monarchidae","Myiagra inquieta","https://ebird.org/species/resfly1",233596,"Myiagra_inquieta-ML233596.wav","Restless Flycatcher","Myiagra inquieta",NA,"Song",NA,"https://macaulaylibrary.org/asset/233596"
"Podargidae","Podargus strigoides","https://ebird.org/species/tawfro1",233638,"Podargus_strigoides-ML233638.wav","Tawny Frogmouth","Podargus strigoides",NA,"Song",NA,"https://macaulaylibrary.org/asset/233638"
"Locustellidae","Cincloramphus timoriensis","https://ebird.org/species/tawgra3",233640,"Cincloramphus_timoriensis-ML233640.wav","Tawny Grassbird","Cincloramphus timoriensis",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/233640"
"Hirundinidae","Hirundo neoxena","https://ebird.org/species/welswa1",233647,"Hirundo_neoxena-ML233647.wav","Welcome Swallow","Hirundo neoxena",NA,"Song",NA,"https://macaulaylibrary.org/asset/233647"
"Acanthizidae","Sericornis frontalis","https://ebird.org/species/whbscr2",233663,"Sericornis_frontalis-ML233663.wav","White-browed Scrubwren (Buff-breasted)","Sericornis frontalis laevigaster",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/233663"
"Caprimulgidae","Eurostopodus mystacalis","https://ebird.org/species/whtnig3",233672,"Eurostopodus_mystacalis-ML233672.wav","White-throated Nightjar","Eurostopodus mystacalis",NA,"Song",NA,"https://macaulaylibrary.org/asset/233672"
"Corcoracidae","Corcorax melanorhamphos","https://ebird.org/species/whwcho1",233680,"Corcorax_melanorhamphos-ML233680.wav","White-winged Chough","Corcorax melanorhamphos",NA,"Call",NA,"https://macaulaylibrary.org/asset/233680"
"Maluridae","Malurus splendens","https://ebird.org/species/splfai1",233723,"Malurus_splendens-ML233723.wav","Splendid Fairywren","Malurus splendens",NA,"Song",NA,"https://macaulaylibrary.org/asset/233723"
"Acanthizidae","Gerygone fusca","https://ebird.org/species/wesger1",233844,"Gerygone_fusca-ML233844.wav","Western Gerygone","Gerygone fusca",NA,NA,NA,"https://macaulaylibrary.org/asset/233844"
"Pardalotidae","Pardalotus punctatus","https://ebird.org/species/spopar3",233877,"Pardalotus_punctatus-ML233877.wav","Spotted Pardalote (Spotted)","Pardalotus punctatus punctatus",NA,"Song",NA,"https://macaulaylibrary.org/asset/233877"
"Acanthizidae","Pyrrholaemus sagittatus","https://ebird.org/species/spewar3",233891,"Pyrrholaemus_sagittatus-ML233891.wav","Speckled Warbler","Pyrrholaemus sagittatus",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/233891"
"Meliphagidae","Melithreptus gularis","https://ebird.org/species/bkchon2",234181,"Melithreptus_gularis-ML234181.wav","Black-chinned Honeyeater (Black-chinned)","Melithreptus gularis gularis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/234181"
"Threskiornithidae","Threskiornis molucca","https://ebird.org/species/ausibi1",234225,"Threskiornis_molucca-ML234225.wav","Australian Ibis","Threskiornis molucca",NA,NA,"Unknown – 1","https://macaulaylibrary.org/asset/234225"
"Acanthizidae","Sericornis magnirostra","https://ebird.org/species/labscr2",234248,"Sericornis_magnirostra-ML234248.wav","Large-billed Scrubwren","Sericornis magnirostra",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/234248"
"Petroicidae","Tregellasia capito","https://ebird.org/species/payrob1",234265,"Tregellasia_capito-ML234265.wav","Pale-yellow Robin","Tregellasia capito",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/234265"
